Ativo
ALPA3.SA
BRKM5.SA
BRSR3.SA
CPLE3.SA
CPLE6.SA
CSAN3.SA
GGBR4.SA
GOAU4.SA
GOLL4.SA
ITSA3.SA
ITSA4.SA
PEAB3.SA
PETR4.SA
RENT3.SA
TRPL3.SA
TRPL4.SA
UNIP3.SA
USIM3.SA
USIM5.SA
WHRL3.SA
ROMI3.SA
MNDL3.SA
JOPA4.SA
KLBN3.SA
CEGR3.SA
SANB4.SA
FHER3.SA
