Ativo
A1AP34.SA
A1BB34.SA
A1CR34.SA
A1EE34.SA
A1EG34.SA
A1EN34.SA
A1EP34.SA
A1ES34.SA
A1FL34.SA
A1GI34.SA
A1JG34.SA
A1LB34.SA
A1LL34.SA
A1MB34.SA
A1ME34.SA
A1MP34.SA
A1MX34.SA
A1ON34.SA
A1OS34.SA
A1PA34.SA
A1PD34.SA
TGMA3.SA
TGTB34.SA
TJXC34.SA
TKNO4.SA
TLNC34.SA
TMCO34.SA
TMOS34.SA
TOTS3.SA
TPIS3.SA
TRIS3.SA
TRPL3.SA
TRPL4.SA
TSMC34.SA
TUPY3.SA
UBSG34.SA
UCAS3.SA
UGPA3.SA
ULEV34.SA
UNHH34.SA
UNIP3.SA
UNIP5.SA
GRND3.SA
GSGI34.SA
GUAR3.SA
H1CA34.SA
H1IG34.SA
H1PE34.SA
H1SB34.SA
HALI34.SA
HAPV3.SA
HBOR3.SA
HONB34.SA
HOND34.SA
HPQB34.SA
HYPE3.SA
I1FO34.SA
A1PH34.SA
A1RE34.SA
A1SU34.SA
A1TH34.SA
A1TM34.SA
A1TT34.SA
A1UA34.SA
A1VB34.SA
A1VY34.SA
A1WK34.SA
A1ZN34.SA
AAPL34.SA
ABBV34.SA
ABCB4.SA
ABEV3.SA
ABTT34.SA
ABUD34.SA
ACNB34.SA
AFLT3.SA
AGRO3.SA
ALPA3.SA
ALPA4.SA
UNIP6.SA
UPSS34.SA
USIM3.SA
USIM5.SA
USSX34.SA
V1TA34.SA
VALE3.SA
VERZ34.SA
VISA34.SA
VIVA3.SA
VIVT3.SA
VLOE34.SA
VULC3.SA
WALM34.SA
WEGE3.SA
WFCO34.SA
WGBA34.SA
WHRL3.SA
WHRL4.SA
WIZS3.SA
WLMM3.SA
WLMM4.SA
WUNI34.SA
IBMB34.SA
ITLC34.SA
ITSA3.SA
ITSA4.SA
ITUB3.SA
ITUB4.SA
J1CI34.SA
J1EF34.SA
JBSS3.SA
JHSF3.SA
JNJB34.SA
JPMC34.SA
KEPL3.SA
KHCB34.SA
KLBN3.SA
KLBN4.SA
KLBN11.SA
KMBB34.SA
KMIC34.SA
L1DO34.SA
L1RC34.SA
ALSO3.SA
ALUP3.SA
ALUP4.SA
ALUP11.SA
AMBP3.SA
AMGN34.SA
ARMT34.SA
ARZZ3.SA
ASML34.SA
ATOM3.SA
ATTB34.SA
ATVI34.SA
AURA33.SA
AVGO34.SA
AXPB34.SA
B1AM34.SA
B1AX34.SA
B1CS34.SA
B1DX34.SA
YDUQ3.SA
Z1IO34.SA
Z1TO34.SA
ETER3.SA
L1YG34.SA
LAVV3.SA
LEVE3.SA
LIGT3.SA
LILY34.SA
LJQQ3.SA
LOGG3.SA
LOWC34.SA
LREN3.SA
LUXM4.SA
M1GM34.SA
M1RO34.SA
MACY34.SA
MCDC34.SA
MCOR34.SA
MDIA3.SA
MDLZ34.SA
B1FC34.SA
B1LL34.SA
B1PP34.SA
B1RF34.SA
B1SA34.SA
B1TI34.SA
B1WA34.SA
B3SA3.SA
BALM3.SA
BALM4.SA
BAUH4.SA
BBAS3.SA
BBDC3.SA
BBDC4.SA
BBSE3.SA
BBYY34.SA
BCSA34.SA
MDTC34.SA
MELK3.SA
MERC4.SA
METB34.SA
MGLU3.SA
MILS3.SA
MMMC34.SA
MOAR3.SA
MOOO34.SA
MOSC34.SA
MOVI3.SA
MRCK34.SA
MRFG3.SA
MRVE3.SA
MSBR34.SA
MSCD34.SA
MSFT34.SA
MTRE3.SA
MTSA4.SA
MULT3.SA
MUTC34.SA
MYPK3.SA
BEEF3.SA
BEES3.SA
BEES4.SA
BGIP4.SA
N1DA34.SA
N1EM34.SA
N1SC34.SA
N1TA34.SA
N1VO34.SA
N1VS34.SA
N1WL34.SA
N1WS35.SA
N1XP34.SA
NEOE3.SA
NETE34.SA
NEXT34.SA
NGRD3.SA
NIKE34.SA
NOCG34.SA
NVDC34.SA
O1KE34.SA
ODPV3.SA
OFSA3.SA
ORCL34.SA
OXYP34.SA
BLAK34.SA
BMEB3.SA
BMEB4.SA
BMGB4.SA
BMIN4.SA
BMKS3.SA
BMYB34.SA
BNBR3.SA
BOAC34.SA
BOAS3.SA
BONY34.SA
BOXP34.SA
BPAC3.SA
BPAC5.SA
BPAC11.SA
BPAN4.SA
BRAP3.SA
P1DT34.SA
P1EA34.SA
P1PG34.SA
P1SX34.SA
PARD3.SA
PATI3.SA
PCAR3.SA
PEAB4.SA
PEPB34.SA
PETR3.SA
PETR4.SA
PETZ3.SA
PFIZ34.SA
PFRM3.SA
PGCO34.SA
PHMO34.SA
PLPL3.SA
PNVL3.SA
POMO3.SA
POMO4.SA
POSI3.SA
PRNR3.SA
PSSA3.SA
BRAP4.SA
BRGE3.SA
BRGE11.SA
BRGE12.SA
BRIV3.SA
BRIV4.SA
BRKM3.SA
BRKM5.SA
BRKM6.SA
BRPR3.SA
BRSR3.SA
BRSR5.SA
BRSR6.SA
BSLI3.SA
C1AB34.SA
C1AG34.SA
C1AH34.SA
C1BL34.SA
C1BO34.SA
C1BS34.SA
C1CI34.SA
PTBL3.SA
PTNT3.SA
PTNT4.SA
Q1UE34.SA
QCOM34.SA
QUAL3.SA
R1EG34.SA
R1IN34.SA
RADL3.SA
RANI3.SA
RAPT3.SA
RAPT4.SA
RDNI3.SA
RDOR3.SA
REDE3.SA
RENT3.SA
RIOT34.SA
ROMI3.SA
ROST34.SA
C1DW34.SA
C1FG34.SA
C1FI34.SA
C1IC34.SA
C1NS34.SA
C1OG34.SA
C1OO34.SA
C1PB34.SA
C1RR34.SA
C1SU34.SA
C1TA34.SA
C1TV34.SA
CAML3.SA
CAON34.SA
CASH3.SA
CATP34.SA
CBEE3.SA
CCRO3.SA
RPAD5.SA
RYTT34.SA
S1BS34.SA
S1KM34.SA
S1LG34.SA
S1NA34.SA
S1YF34.SA
S1YM34.SA
SANB3.SA
SANB4.SA
SANB11.SA
SAPP34.SA
SAPR3.SA
SAPR4.SA
SAPR11.SA
SBSP3.SA
SBUB34.SA
SCAR3.SA
SCHW34.SA
SEER3.SA
BRGE5.SA
BRGE8.SA
CEBR3.SA
CEBR5.SA
CEBR6.SA
CEEB3.SA
CEGR3.SA
CGAS3.SA
CGAS5.SA
CGRA3.SA
CGRA4.SA
CHDC34.SA
CHVX34.SA
CIEL3.SA
CINF34.SA
CLSC4.SA
CLXC34.SA
CMCS34.SA
CMIG3.SA
CMIG4.SA
CNIC34.SA
COCA34.SA
SHUL4.SA
SIMH3.SA
SIMN34.SA
SLCE3.SA
SMTO3.SA
SNEC34.SA
SPGI34.SA
SQIA3.SA
STBP3.SA
STZB34.SA
SULA3.SA
SULA4.SA
SULA11.SA
T1OW34.SA
TAEE3.SA
TAEE4.SA
TAEE11.SA
TAKP34.SA
C1MS34.SA
COCE5.SA
COLG34.SA
COPH34.SA
COWC34.SA
CPFE3.SA
CPLE3.SA
CPLE6.SA
CPRL34.SA
CRFB3.SA
CRHP34.SA
CRIV4.SA
CRPG5.SA
CRPG6.SA
CSAN3.SA
CSCO34.SA
CSMG3.SA
CSNA3.SA
CSRN3.SA
CSRN5.SA
CSRN6.SA
CTGP34.SA
TEND3.SA
TEXA34.SA
TFCO4.SA
CTSH34.SA
CURY3.SA
CVSH34.SA
CYRE3.SA
D1EL34.SA
D1FS34.SA
D1HI34.SA
D1LR34.SA
D1OM34.SA
D1OV34.SA
D1TE34.SA
DEEC34.SA
DEOP34.SA
DGCO34.SA
DHER34.SA
DIRR3.SA
CSED3.SA
D1VN34.SA
DASA3.SA
UPAC34.SA
V1NO34.SA
VAMO3.SA
DOHL3.SA
DOHL4.SA
DUKB34.SA
E1CO34.SA
E1FX34.SA
E1IX34.SA
E1MN34.SA
E1MR34.SA
E1OG34.SA
E1RI34.SA
E1SS34.SA
E1TN34.SA
E1TR34.SA
E1VE34.SA
E1XC34.SA
E1XP34.SA
E1XR34.SA
EAIN34.SA
EALT3.SA
EALT4.SA
EBAY34.SA
EGIE3.SA
EKTR3.SA
E1CL34.SA
E1QN34.SA
E1QR34.SA
EKTR4.SA
ELCI34.SA
ELET3.SA
ELET6.SA
EMAE4.SA
ENAT3.SA
ENBR3.SA
ENGI3.SA
W1MC34.SA
W1RK34.SA
Z1TS34.SA
ENGI4.SA
ENGI11.SA
EQIX34.SA
EQMA3B.SA
EQPA3.SA
EQPA7.SA
EQTL3.SA
EUCA3.SA
EUCA4.SA
EVEN3.SA
EXXO34.SA
EZTC3.SA
F1AN34.SA
F1BH34.SA
F1EC34.SA
F1NI34.SA
F1RA34.SA
ESPA3.SA
F1RI34.SA
F1TV34.SA
FCXO34.SA
FDMO34.SA
FDXB34.SA
FESA3.SA
FESA4.SA
FLRY3.SA
FMSC34.SA
FMXB34.SA
FOXC34.SA
FRAS3.SA
FASL34.SA
FFTD34.SA
G1FI34.SA
G1LL34.SA
G1LW34.SA
G1MI34.SA
G1PC34.SA
G1PI34.SA
G1SK34.SA
G1WW34.SA
GDBR34.SA
GEOO34.SA
GEPA3.SA
G1RM34.SA
GEPA4.SA
GGBR3.SA
GGBR4.SA
GOAU3.SA
GOAU4.SA
H1DB34.SA
H1II34.SA
GPAR3.SA
GPRK34.SA
GPSI34.SA
H1BA34.SA
H1BI34.SA
H1ES34.SA
I1FF34.SA
I1PH34.SA
I1RM34.SA
I1VZ34.SA
INTB3.SA
INTU34.SA
H1RB34.SA
H1RL34.SA
HSHY34.SA
I1BN34.SA
I1CE34.SA
I1EX34.SA
J1NP34.SA
JALL3.SA
JOPA3.SA
K1BF34.SA
K1RC34.SA
K1SS34.SA
L1IN34.SA
I1RP34.SA
I1TW34.SA
INGG34.SA
K1EL34.SA
K1EY34.SA
K1IM34.SA
K1LA34.SA
K1TC34.SA
L1EG34.SA
L1EN34.SA
L1HX34.SA
L1OE34.SA
L1YB34.SA
LMTB34.SA
M1AA34.SA
M1KT34.SA
M1LM34.SA
M1MC34.SA
M1UF34.SA
M1CB34.SA
M1CH34.SA
M1CK34.SA
M1KC34.SA
M1SC34.SA
M1SI34.SA
N1OV34.SA
N1UE34.SA
N1GG34.SA
N1IS34.SA
N1RG34.SA
N1WG34.SA
N1WS34.SA
P1IO34.SA
P1LD34.SA
P1PL34.SA
P1SA34.SA
P1UK34.SA
PATI4.SA
PEAB3.SA
O1DF34.SA
O1MC34.SA
O1TI34.SA
P1AC34.SA
P1AY34.SA
P1FG34.SA
P1GR34.SA
P1HC34.SA
Q1UA34.SA
R1DY34.SA
P1HM34.SA
P1KG34.SA
P1KI34.SA
P1NR34.SA
P1NW34.SA
P1RG34.SA
P1VH34.SA
PHGN34.SA
S1MF34.SA
S1SN34.SA
S1YK34.SA
R1EL34.SA
R1FC34.SA
R1HI34.SA
R1LC34.SA
R1MD34.SA
R1OK34.SA
R1OL34.SA
T1CH34.SA
T1LK34.SA
T1RO34.SA
T1SC34.SA
R1OP34.SA
S1BA34.SA
S1EA34.SA
S1HW34.SA
S1JM34.SA
S1NN34.SA
S1RE34.SA
S1SL34.SA
S1TE34.SA
S1TT34.SA
S1TX34.SA
S1WK34.SA
S1YY34.SA
A1DM34.SA
TXSA34.SA
USBC34.SA
V1RS34.SA
SLBG34.SA
STMN34.SA
A1MT34.SA
T1SO34.SA
T1SS34.SA
W1MG34.SA
W1PP34.SA
XRXB34.SA
Z1BH34.SA
TRVC34.SA
TSNF34.SA
U1DR34.SA
U1HS34.SA
U1NM34.SA
V1OD34.SA
VFCO34.SA
W1AB34.SA
W1EL34.SA
W1HR34.SA
BILB34.SA
W1MB34.SA
W1RB34.SA
W1SO34.SA
W1YC34.SA
X1EL34.SA
X1YL34.SA
XRAY34.SA
YUMR34.SA
BSLI4.SA
COCE3.SA
CRPG3.SA
ENMT3.SA
EQPA5.SA
H1AS34.SA
H1OG34.SA
A1GN34.SA
HBTS5.SA
M1PC34.SA
M1TB34.SA
NMRH34.SA
BGIP3.SA
P1KX34.SA
C1NP34.SA
CAJI34.SA
CLSC3.SA
CSAB4.SA
SOND6.SA
ELET5.SA
USIM6.SA
W1LT34.SA
A1DI34.SA
ADPR34.SA
LIPR3.SA
AIGB34.SA
C1MA34.SA
SOND5.SA
D1RI34.SA
DDNB34.SA
CHME34.SA
CRIN34.SA
T1EL34.SA
D1OW34.SA
H1EI34.SA
ENMT4.SA
J1KH34.SA
L1WH34.SA
SBNY34.SA
V1MC34.SA
SRXM34.SA
VLYB34.SA
ARNC34.SA
AWII34.SA
B1BT34.SA
B1KR34.SA
C1MI34.SA
C1HR34.SA
CMIN3.SA
CSXC34.SA
E1SE34.SA
E1VR34.SA
F1LS34.SA
F1MC34.SA
F1RC34.SA
H1UM34.SA
I1PC34.SA
KMPR34.SA
L1KQ34.SA
N1TR34.SA
P1EG34.SA
PNCS34.SA
R1JF34.SA
R1SG34.SA
W1EC34.SA
WABC34.SA
T1FX34.SA
T1XT34.SA
L1NC34.SA
M1AS34.SA
CSAB3.SA
I1XC34.SA
ODER4.SA
BRGE6.SA
THGI34.SA
MRSA5B.SA
ASAI3.SA
CORR4.SA
J1BH34.SA
J1EG34.SA
AESB3.SA
ALLD3.SA
S2UI34.SA
M2PW34.SA
JOPA4.SA
BLAU3.SA
CPLE11.SA
GGPS3.SA
SOND3.SA
CXSE3.SA
MODL11.SA
MODL3.SA
CEEB5.SA
C2HD34.SA
MTSA3.SA
CPLE5.SA
SHUL3.SA
ARML3.SA
C2PT34.SA
CASN3.SA
D2PZ34.SA
DXCO3.SA
E2PD34.SA
F2NV34.SA
FIQE3.SA
IGTI3.SA
MRSA6B.SA
RAIZ4.SA
S2TO34.SA
SYNE3.SA
T2PX34.SA
VITT3.SA
VVEO3.SA
W2ST34.SA
