0
ABCB4.SA
ABNB3.SA
ABYA3.SA
ACES3.SA
ACES4.SA
ACGU3.SA
AEDU11.SA
AELP3.SA
AGEN11.SA
AGIN3.SA
AGRO3.SA
ALLL11.SA
ALLL4.SA
ALMI11B.SA
ALPA4.SA
AMBV3.SA
AMBV4.SA
AMIL3.SA
ARCZ6.SA
ARLA4.SA
AVIL3.SA
BAHI4.SA
BAUH4.SA
BAZA3.SA
BBAS11.SA
BBAS13.SA
BBAS3.SA
BBDC3.SA
BBDC4.SA
BBFI11B.SA
BBRK3.SA
BCAL6.SA
BDLL4.SA
BEEF3.SA
BEES3.SA
BEMA3.SA
BGIP4.SA
BICB4.SA
BISA3.SA
BMEB3.SA
BMEB4.SA
BMEF3.SA
BMIN4.SA
BMTO4.SA
BNBR3.SA
BNBR4.SA
BNCA3.SA
BOBR4.SA
BOVH3.SA
BPAT11.SA
BPNM4.SA
BRAP3.SA
BRAP4.SA
BRGE12.SA
BRIV3.SA
BRIV4.SA
BRKM3.SA
BRKM5.SA
BRML3.SA
BRSR5.SA
BRSR6.SA
BRTO3.SA
BRTO4.SA
BRTP3.SA
BRTP4.SA
BSCT5.SA
BSCT6.SA
BTOW3.SA
BTTL3.SA
BTTL4.SA
CAFE3.SA
CAFE4.SA
CAMB4.SA
CARD3.SA
CBEE3.SA
CBMA4.SA
CCHI3.SA
CCIM3.SA
CCPR3.SA
CCRO3.SA
CEEB3.SA
CEEB5.SA
CEGR3.SA
CEPE5.SA
CESP3.SA
CESP5.SA
CESP6.SA
CGAS3.SA
CGAS5.SA
CGRA4.SA
CIQU4.SA
CLSC6.SA
CMGR3.SA
CMIG3.SA
CMIG4.SA
CNFB4.SA
COCE5.SA
CPFE3.SA
CPLE3.SA
CPLE6.SA
CPNY3.SA
CREM3.SA
CRIV3.SA
CRIV4.SA
CRUZ3.SA
CSAN3.SA
CSMG3.SA
CSNA3.SA
CSRN3.SA
CSRN6.SA
CTAX3.SA
CTAX4.SA
CTKA3.SA
CTKA4.SA
CTNM3.SA
CTNM4.SA
CTPC3.SA
CTSA3.SA
CTSA4.SA
CYRE3.SA
CZLT11.SA
CZRS4.SA
DASA3.SA
DAYC4.SA
DHBI4.SA
DPPI4.SA
DROG3.SA
DSUL3.SA
DTCY3.SA
DUFB11.SA
DURA3.SA
DURA4.SA
EALT4.SA
EBTP3.SA
EBTP4.SA
ECOD3.SA
EEEL3B.SA
EEEL4B.SA
ELET3.SA
ELET6.SA
ELEV3.SA
ELPL5.SA
ELPL6.SA
EMAE4.SA
EMBR3.SA
ENBR3.SA
ENGI3.SA
ENMA3B.SA
EQTL11.SA
ESTC11.SA
ESTR4.SA
ETER3.SA
EUCA4.SA
EURO11.SA
EVEN3.SA
EZTC3.SA
FAMB11B.SA
FCAP3.SA
FCAP4.SA
FESA4.SA
FFTL4.SA
FGUI4.SA
FHER3.SA
FJTA4.SA
FLMA11.SA
FNAM11.SA
FNOR11.SA
FRAS4.SA
FRIO3.SA
FTRX4.SA
GAZO4.SA
GEPA4.SA
GETI3.SA
GETI4.SA
GFSA3.SA
GGBR3.SA
GGBR4.SA
GLOB4.SA
GOAU3.SA
GOAU4.SA
GOLL4.SA
GPCP3.SA
GPIV11.SA
GRND3.SA
GRNL4.SA
GSHP3.SA
GTDP4B.SA
GUAR3.SA
GUAR4.SA
GVTT3.SA
HAGA4.SA
HBOR3.SA
HBTS5.SA
HETA4.SA
HGTX3.SA
HOOT4.SA
IDNT3.SA
IDVL4.SA
IENG3.SA
IENG5.SA
IGBR3.SA
IGTA3.SA
IMBI4.SA
INEP4.SA
INET3.SA
INPR3.SA
ITAU3.SA
ITAU4.SA
ITSA3.SA
ITSA4.SA
IVTT3.SA
JBDU3.SA
JBDU4.SA
JBSS3.SA
JFEN3.SA
JHSF3.SA
KEPL3.SA
KLBN4.SA
KROT11.SA
KSSA3.SA
LAME3.SA
LAME4.SA
LECO4.SA
LETO5.SA
LEVE4.SA
LFFE4.SA
LIGT3.SA
LIPR3.SA
LIXC4.SA
LOGN3.SA
LPSB3.SA
LREN3.SA
LUPA3.SA
MAGS3.SA
MAGS5.SA
MAPT4.SA
MARI3.SA
MDIA3.SA
MEDI3.SA
MEND6.SA
MGEL4.SA
MILK11.SA
MLFT4.SA
MMXM3.SA
MNDL3.SA
MNPR3.SA
MOAR3.SA
MPXE3.SA
MRFG3.SA
MRVE3.SA
MSPA4.SA
MTIG4.SA
MULT3.SA
MWET4.SA
MYPK4.SA
NATU3.SA
NETC4.SA
NOVA3B.SA
ODPV3.SA
OHLB3.SA
PATI4.SA
PCAR4.SA
PDGR3.SA
PEFX5.SA
PETR3.SA
PETR4.SA
PFRM3.SA
PIBB11.SA
PINE4.SA
PLAS3.SA
PMAM3.SA
PMAM4.SA
PNOR5.SA
POMO3.SA
POMO4.SA
POSI3.SA
