Ativo
ABCB4.SA
ALPA4.SA
BBAS3.SA
BBDC3.SA
BBDC4.SA
BEES3.SA
BEES4.SA
BMEB3.SA
BMEB4.SA
BRAP3.SA
BRAP4.SA
BRFS3.SA
BRIV4.SA
BRML3.SA
BRSR3.SA
BRSR6.SA
CBEE3.SA
CCRO3.SA
CEBR6.SA
CGAS5.SA
CGRA3.SA
CIEL3.SA
CMIG3.SA
CMIG4.SA
COCE3.SA
COCE5.SA
CPFE3.SA
CPLE3.SA
CPLE6.SA
CRDE3.SA
CRIV3.SA
CSAN3.SA
CSNA3.SA
CTKA4.SA
CYRE3.SA
DOHL4.SA
ELET3.SA
ELET6.SA
EMAE4.SA
EMBR3.SA
ENBR3.SA
ENGI4.SA
EQTL3.SA
ETER3.SA
EVEN3.SA
EZTC3.SA
FESA3.SA
FLRY3.SA
FRIO3.SA
GFSA3.SA
GGBR3.SA
GGBR4.SA
GOAU3.SA
GOAU4.SA
GOLL4.SA
GRND3.SA
GUAR3.SA
HBOR3.SA
ITSA3.SA
ITSA4.SA
ITUB3.SA
ITUB4.SA
JBSS3.SA
JHSF3.SA
KLBN4.SA
LIGT3.SA
LLIS3.SA
LREN3.SA
LUXM4.SA
MDIA3.SA
MRFG3.SA
MRVE3.SA
MULT3.SA
MYPK3.SA
ODPV3.SA
PDGR3.SA
PETR3.SA
PETR4.SA
PFRM3.SA
PINE4.SA
POMO3.SA
POMO4.SA
POSI3.SA
PSSA3.SA
RAPT3.SA
RAPT4.SA
RDNI3.SA
RENT3.SA
ROMI3.SA
RSID3.SA
SANB11.SA
SANB3.SA
SANB4.SA
SAPR4.SA
SBSP3.SA
SCAR3.SA
SGPS3.SA
SHUL4.SA
SLCE3.SA
SMTO3.SA
SULA11.SA
TCNO3.SA
TCSA3.SA
TGMA3.SA
TKNO4.SA
TOTS3.SA
TPIS3.SA
TRIS3.SA
TRPL4.SA
TUPY3.SA
USIM3.SA
USIM5.SA
VALE3.SA
VULC3.SA
WEGE3.SA
WHRL4.SA
BALM3.SA
BGIP3.SA
BRSR5.SA
CEBR5.SA
CEEB3.SA
CGAS3.SA
CTNM3.SA
CTSA3.SA
ENGI11.SA
ENGI3.SA
PNVL3.SA
SOND5.SA
BAHI3.SA
BRGE3.SA
BSLI3.SA
CEDO3.SA
CEEB5.SA
CSRN3.SA
CTSA4.SA
KLBN3.SA
PTNT3.SA
PTNT4.SA
RANI3.SA
RPAD3.SA
ALPA3.SA
CGRA4.SA
CSRN6.SA
PATI3.SA
BMIN3.SA
BSLI4.SA
CLSC3.SA
JOPA4.SA
PATI4.SA
WHRL3.SA
CSAB3.SA
CSAB4.SA
CTKA3.SA
LIPR3.SA
CSRN5.SA
MERC3.SA
PEAB4.SA
BMKS3.SA
SOND6.SA
TRPL3.SA
JOPA3.SA
PEAB3.SA
USIM6.SA
GEPA3.SA
GEPA4.SA
CEBR3.SA
BNBR3.SA
CEGR3.SA
ELET5.SA
BDLL3.SA
MOAR3.SA
EKTR3.SA
UGPA3.SA
BRPR3.SA
PCAR3.SA
CASN3.SA
FRAS3.SA
ECOR3.SA
AMAR3.SA
MTSA3.SA
DOHL3.SA
CPLE5.SA
VLID3.SA
SOND3.SA
